12393369,JE264580,2021-06-13 02:11:00.000000 UTC,058XX W MELROSE ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,true,true,1633,16,30,15,04A,1136917.0,1921012.0,2021,2021-06-20 04:57:58.000000 UTC,41.93941408,-87.772203864,"(41.93941408, -87.772203864)"
12547145,JE452679,2021-11-21 02:00:00.000000 UTC,059XX W OHIO ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,true,false,1511,15,29,25,04A,1136677.0,1903373.0,2021,2021-11-28 03:48:38.000000 UTC,41.891014896,-87.773509112,"(41.891014896, -87.773509112)"
12547436,JE452978,2021-11-21 08:16:00.000000 UTC,062XX W IRVING PARK RD,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,true,true,1624,16,38,15,04A,1133751.0,1925925.0,2021,2021-11-28 03:48:38.000000 UTC,41.952952159,-87.78372423,"(41.952952159, -87.78372423)"
12358360,JE221276,2021-05-06 08:00:00.000000 UTC,020XX W 53RD ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,true,true,932,9,16,61,04A,1163494.0,1869498.0,2021,2021-05-13 05:03:37.000000 UTC,41.797536097,-87.675975345,"(41.797536097, -87.675975345)"
12539430,JE443397,2021-11-13 12:48:00.000000 UTC,024XX W CHICAGO AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,true,false,1221,12,26,24,04A,1160005.0,1905256.0,2021,2021-11-20 03:50:14.000000 UTC,41.895732399,-87.687784384,"(41.895732399, -87.687784384)"
12503512,JE399252,2021-10-05 05:12:00.000000 UTC,059XX W DIVERSEY AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,true,false,2514,25,30,19,04A,1136100.0,1917995.0,2021,2021-10-12 04:53:03.000000 UTC,41.931149739,-87.775278798,"(41.931149739, -87.775278798)"
12382276,JE250656,2021-06-02 01:01:00.000000 UTC,054XX S RIDGEWOOD CT,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,true,false,234,2,5,41,04A,1186229.0,1869604.0,2021,2021-07-21 05:15:34.000000 UTC,41.797319632,-87.592600182,"(41.797319632, -87.592600182)"
12578313,JE490184,2021-12-27 01:34:00.000000 UTC,055XX W ADAMS ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,ALLEY,true,false,1522,15,29,25,04A,1139465.0,1898782.0,2021,2022-01-03 03:52:37.000000 UTC,41.878366235,-87.763381988,"(41.878366235, -87.763381988)"
12299042,JE149435,2021-02-22 12:00:00.000000 UTC,034XX N PLAINFIELD AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,true,true,1631,16,38,17,04A,1120156.0,1921692.0,2021,2021-03-01 03:46:28.000000 UTC,41.941564627,-87.833792164,"(41.941564627, -87.833792164)"
12384035,JE252918,2021-06-03 10:16:00.000000 UTC,007XX W 31ST ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,true,false,915,9,11,60,04A,1171697.0,1884328.0,2021,2021-06-10 04:53:51.000000 UTC,41.83805499,-87.645458414,"(41.83805499, -87.645458414)"
12578245,JE490172,2021-12-27 01:20:00.000000 UTC,085XX S BURNHAM AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,true,false,423,4,7,46,04A,1196305.0,1848879.0,2021,2022-01-03 03:52:37.000000 UTC,41.740204661,-87.55633747,"(41.740204661, -87.55633747)"
