12450343,JE334195,2021-08-11 05:52:00.000000 UTC,0000X E WACKER DR,0460,BATTERY,SIMPLE,SIDEWALK,true,false,111,1,42,32,08B,1176895.0,1902434.0,2021,2021-08-18 04:55:49.000000 UTC,41.88762321,-87.62583716,"(41.88762321, -87.62583716)"
12439574,JE321251,2021-07-31 04:20:00.000000 UTC,079XX S GREENWOOD AVE,0460,BATTERY,SIMPLE,STREET,true,false,624,6,8,44,08B,1184930.0,1852568.0,2021,2021-08-07 04:57:08.000000 UTC,41.750601932,-87.597897963,"(41.750601932, -87.597897963)"
12534640,JE437607,2021-11-07 11:03:00.000000 UTC,0000X W TERMINAL ST,0460,BATTERY,SIMPLE,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,true,false,1652,16,41,76,08B,1100726.0,1934289.0,2021,2021-11-14 03:53:24.000000 UTC,41.9764212,-87.904976266,"(41.9764212, -87.904976266)"
12462368,JE349069,2021-08-25 01:45:00.000000 UTC,080XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,STREET,true,false,631,6,8,44,08B,1182951.0,1851892.0,2021,2021-09-01 04:48:20.000000 UTC,41.748793106,-87.605170835,"(41.748793106, -87.605170835)"
12288525,JE135779,2021-02-08 09:15:00.000000 UTC,002XX W RANDOLPH ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,122,1,42,32,08B,1174601.0,1901265.0,2021,2021-02-15 03:50:56.000000 UTC,41.884466997,-87.634296325,"(41.884466997, -87.634296325)"
12311507,JE164249,2021-03-09 07:55:00.000000 UTC,038XX N CLARK ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,1923,19,44,6,08B,1167434.0,1925610.0,2021,2021-03-16 04:52:52.000000 UTC,41.951428273,-87.659912339,"(41.951428273, -87.659912339)"
12419978,JE297300,2021-07-10 08:50:00.000000 UTC,010XX W ADDISON ST,0460,BATTERY,SIMPLE,SPORTS ARENA / STADIUM,true,false,1923,19,44,6,08B,1168634.0,1924088.0,2021,2021-07-17 05:02:43.000000 UTC,41.947225886,-87.655545441,"(41.947225886, -87.655545441)"
12564991,JE474264,2021-12-11 07:00:00.000000 UTC,023XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,true,false,132,1,4,33,08B,1178880.0,1889112.0,2021,2021-12-18 03:50:32.000000 UTC,41.85102174,-87.618954852,"(41.85102174, -87.618954852)"
12512000,JE409542,2021-10-14 01:20:00.000000 UTC,028XX N BROADWAY,0460,BATTERY,SIMPLE,ALLEY,true,false,1934,19,44,6,08B,1171637.0,1919155.0,2021,2021-10-21 04:50:56.000000 UTC,41.933623851,-87.644652975,"(41.933623851, -87.644652975)"
12292926,JE141483,2021-02-14 12:30:00.000000 UTC,001XX W CERMAK RD,0460,BATTERY,SIMPLE,CTA TRAIN,true,false,914,9,25,34,08B,1175616.0,1889758.0,2021,2021-02-21 03:48:47.000000 UTC,41.852868298,-87.63091491,"(41.852868298, -87.63091491)"
12516374,JE414922,2021-10-19 10:06:00.000000 UTC,075XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,true,false,411,4,8,43,08B,1188234.0,1855158.0,2021,2021-10-26 04:54:02.000000 UTC,41.757630995,-87.585708249,"(41.757630995, -87.585708249)"
12490960,JE383886,2021-09-23 01:35:00.000000 UTC,089XX S BENNETT AVE,0460,BATTERY,SIMPLE,RESIDENCE,true,false,413,4,8,48,08B,1190404.0,1846158.0,2021,2021-09-30 04:49:11.000000 UTC,41.732882147,-87.578045121,"(41.732882147, -87.578045121)"
12430084,JE309523,2021-07-21 04:30:00.000000 UTC,043XX S UNION AVE,0460,BATTERY,SIMPLE,RESIDENCE - YARD (FRONT / BACK),true,false,925,9,11,61,08B,1172359.0,1875931.0,2021,2021-07-28 05:18:06.000000 UTC,41.814998276,-87.643276728,"(41.814998276, -87.643276728)"
