12436739,JE317643,2021-07-28 05:44:00.000000 UTC,001XX E SUPERIOR ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1833,18,2,8,15,1177427.0,1905398.0,2021,2021-08-04 04:58:40.000000 UTC,41.89574452,-87.623793505,"(41.89574452, -87.623793505)"
12466138,JE353669,2021-08-29 01:02:00.000000 UTC,0000X E HUBBARD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1834,18,42,8,15,1176510.0,1903326.0,2021,2021-09-05 04:46:49.000000 UTC,41.890079607,-87.627224029,"(41.890079607, -87.627224029)"
12536672,JE439973,2021-11-09 09:47:00.000000 UTC,039XX W 56TH PL,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,true,false,822,8,13,62,15,1151114.0,1866847.0,2021,2021-11-16 03:53:48.000000 UTC,41.790512175,-87.721444263,"(41.790512175, -87.721444263)"
12436764,JE317796,2021-07-28 07:30:00.000000 UTC,059XX S WESTERN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,824,8,16,66,15,1161388.0,1865241.0,2021,2021-08-04 04:58:40.000000 UTC,41.785898264,-87.683816334,"(41.785898264, -87.683816334)"
12430791,JE310349,2021-07-22 03:33:00.000000 UTC,061XX S ARTESIAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE - PORCH / HALLWAY,true,false,825,8,16,66,15,1161094.0,1863794.0,2021,2021-07-29 05:18:32.000000 UTC,41.781933589,-87.684934293,"(41.781933589, -87.684934293)"
12347560,JE208176,2021-04-23 07:43:00.000000 UTC,067XX S CLAREMONT AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,true,false,832,8,17,66,15,1161896.0,1859851.0,2021,2021-04-30 04:49:54.000000 UTC,41.77109682,-87.682103413,"(41.77109682, -87.682103413)"
12354242,JE216424,2021-05-01 08:22:00.000000 UTC,023XX W 71ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,832,8,17,66,15,1161857.0,1857526.0,2021,2021-05-08 04:51:07.000000 UTC,41.7647175,-87.682310882,"(41.7647175, -87.682310882)"
12412927,JE288428,2021-07-03 10:40:00.000000 UTC,074XX S WESTERN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,835,8,18,66,15,1161657.0,1855500.0,2021,2021-07-10 05:05:33.000000 UTC,41.759162013,-87.683100073,"(41.759162013, -87.683100073)"
12512516,JE410201,2021-10-15 02:43:00.000000 UTC,070XX S JEFFERY BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,331,3,5,43,15,1190765.0,1858575.0,2021,2021-10-22 04:48:30.000000 UTC,41.766946791,-87.57632241,"(41.766946791, -87.57632241)"
12578661,JE490624,2021-12-28 12:00:00.000000 UTC,065XX S PROMONTORY DR,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARK PROPERTY,true,false,331,3,5,42,15,1192337.0,1862034.0,2021,2022-01-29 03:46:43.000000 UTC,41.776400433,-87.570448042,"(41.776400433, -87.570448042)"
12309781,JE162357,2021-03-08 01:36:00.000000 UTC,019XX E 73RD PL,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,APARTMENT,true,false,333,3,7,43,15,1190612.0,1856624.0,2021,2021-03-15 04:48:08.000000 UTC,41.761596782,-87.57694609,"(41.761596782, -87.57694609)"
12487287,JE379475,2021-09-19 11:12:00.000000 UTC,044XX W AUGUSTA BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,true,false,1111,11,37,23,15,1146684.0,1906293.0,2021,2021-09-26 04:48:34.000000 UTC,41.898842655,-87.736683327,"(41.898842655, -87.736683327)"
12339203,JE198195,2021-04-13 12:47:00.000000 UTC,007XX N CENTRAL PARK AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1112,11,27,23,15,1152252.0,1904612.0,2021,2021-04-20 04:49:35.000000 UTC,41.894121744,-87.71627657,"(41.894121744, -87.71627657)"
12314924,JE168498,2021-03-14 03:48:00.000000 UTC,042XX W WEST END AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1114,11,28,26,15,1148082.0,1900636.0,2021,2021-03-21 04:49:58.000000 UTC,41.883292437,-87.731694177,"(41.883292437, -87.731694177)"
12331501,JE188784,2021-04-04 12:05:00.000000 UTC,043XX W MAYPOLE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,true,false,1114,11,28,26,15,1147509.0,1901103.0,2021,2021-04-11 05:07:26.000000 UTC,41.884584942,-87.733786309,"(41.884584942, -87.733786309)"
12359729,JE223061,2021-05-07 08:49:00.000000 UTC,0000X N KEELER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,true,false,1115,11,28,26,15,1148389.0,1899826.0,2021,2021-05-14 04:55:48.000000 UTC,41.881063794,-87.730587733,"(41.881063794, -87.730587733)"
12423378,JE301414,2021-07-14 03:56:00.000000 UTC,011XX N CHRISTIANA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1121,11,26,23,15,1153784.0,1907298.0,2021,2021-07-21 05:20:10.000000 UTC,41.901462012,-87.710578379,"(41.901462012, -87.710578379)"
12553844,JE460835,2021-11-29 11:16:00.000000 UTC,009XX N TRUMBULL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1121,11,27,23,15,1153204.0,1906078.0,2021,2021-12-06 03:48:37.000000 UTC,41.898125749,-87.712741208,"(41.898125749, -87.712741208)"
12288284,JE135517,2021-02-07 10:28:00.000000 UTC,005XX N HAMLIN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1122,11,27,23,15,1150962.0,1903233.0,2021,2021-02-14 03:47:33.000000 UTC,41.890362987,-87.721050506,"(41.890362987, -87.721050506)"
12335294,JE193443,2021-04-08 01:54:00.000000 UTC,039XX W MADISON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1122,11,28,26,15,1150216.0,1899724.0,2021,2021-04-15 05:38:17.000000 UTC,41.880748488,-87.723881711,"(41.880748488, -87.723881711)"
12467901,JE355841,2021-08-30 07:42:00.000000 UTC,005XX N SPRINGFIELD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1122,11,37,23,15,1150294.0,1903283.0,2021,2021-09-06 04:48:01.000000 UTC,41.890513246,-87.723502429,"(41.890513246, -87.723502429)"
12310226,JE162876,2021-03-08 01:32:00.000000 UTC,075XX S PAULINA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE - YARD (FRONT / BACK),true,false,611,6,17,71,15,1166323.0,1854582.0,2021,2021-03-15 04:48:08.000000 UTC,41.75654484,-87.666025422,"(41.75654484, -87.666025422)"
